#UPDATE_DATE,5/26/2026,,,,,,,,,,,,,
หมวด,ITEM CODE,Ø (cm),ความยาว (m),Order,Site (หน่วยงาน),Stock (ท่อน),BOM (m³/ท่อน),Stock (m³),โรงงาน,Ø_mm,Area,ปีผลิต,ปีเสา,เหล็กเสริมพิเศษ
,S40A1500E50029501,40,15,,,1,2.4,2.4,F1,S40,,,,
,S40A1500E50029501,40,15,,,1,2.4,2.4,F1,S40,,,,
,S40A1500E55008501,40,15,,,1,2.4,2.4,F1,S40,,,,
,S40A1700P00,40,17,,,2,2.72,5.44,F1,S40,,,,
,S40A1800T05,40,18,,,2,2.88,5.76,F1,S40,,,,
,S40A1900T54021201,40,19,,,3,3.04,9.12,F1,S40,,,,
,S40A2100H50022201,40,21,,,5,3.36,16.8,F1,S40,,,,
,S40A2100H50022201,40,21,,,2,3.36,6.72,F1,S40,,,,
,S40A2100T04,40,21,,,1,3.36,3.36,F1,S40,,,,
,S40A2200T00,40,22,,,2,3.52,7.04,F1,S40,,,,
,S40A2300T04,40,23,,,1,3.68,3.68,F1,S40,,,,
,S40A2400P00,40,24,,,1,3.84,3.84,F1,S40,,,,
,S40A2500T50005602,40,25,,,1,4,4,F1,S40,,,,
,S45A0900E04034901,45,9,,,1,1.8225,1.8225,F1,S45,,,,
,S45A1000S05,45,10,,,5,2.025,10.125,F1,S45,,,,
,S45A1200P00,45,12,,,1,2.43,2.43,F1,S45,,,,
,S45A1500S02,45,15,,,7,3.0375,21.2625,F1,S45,,,,
,S45A1800T02,45,18,,,3,3.645,10.935,F1,S45,,,,
,S45A2100H50044101,45,21,,,3,4.2525,12.7575,F1,S45,,,,
,S45A2800T22,45,28,,,3,5.67,17.01,F1,S45,,,,
,S50A1800E55038801,50,18,,,1,4.5,4.5,F1,S50,,,,
,S52A0700S25,52.5,7,,,2,1.9294,3.8588,F1,S52.5,,,,
,C25A1200T00,25,12,CENTRAL-2019,,1,0.4044,0.4044,F2,⌀250,337,2019,7, 
,C25A1400T02,25,14,CENTRAL-2019,,1,0.4718,0.4718,F2,⌀250,337,2019,7, 
,C30B0800E22,30,8,CENTRAL-2019,,2,0.3616,0.7232,F2,⌀300,452,2019,7, 
,C35B1700T02,35,17,CENTRAL-2019,,1,0.9894,0.9894,F2,⌀350,582,2019,7, 
,C40A1000T00,40,10,CENTRAL-2019,,1,0.766,0.766,F2,⌀400,766,2019,7, 
,C60A0700T02,60,7,CENTRAL-2019,,2,1.0997,2.1994,F2,⌀600,1571,2019,7, 
,C70A1500T02,70,15,CENTRAL-2019,,5,3.0585,15.2925,F2,⌀700,2039,2019,7, 
,O40B0800T02,40,8,CENTRAL-2019,,2,0.8552,1.7104,F2,⊡400,1069,2019,7, 
,O40B1100T02,40,11,CENTRAL-2019,,2,1.1759,2.3518,F2,⊡400,1069,2019,7, 
,O45A0800T02,45,8,CENTRAL-2019,,1,1.1624,1.1624,F2,⊡450,1453,2019,7, 
,C30B1100T00,30,11,CENTRAL-2020,,4,0.4972,1.9888,F2,⌀300,452,2020,6, 
,C30B1600T00,30,16,CENTRAL-2020,,1,0.7232,0.7232,F2,⌀300,452,2020,6, 
,C40F1800E22,40,18,CENTRAL-2020,,2,1.638,3.276,F2,⌀400,910,2020,6, 
,C45A0700T02,45,7,CENTRAL-2020,,3,0.651,1.953,F2,⌀450,930,2020,6, 
,C45A0800T02,45,8,CENTRAL-2020,,1,0.744,0.744,F2,⌀450,930,2020,6, 
,C45A0900T02,45,9,CENTRAL-2020,,1,0.837,0.837,F2,⌀450,930,2020,6, 
,C45A1100T02,45,11,CENTRAL-2020,,2,1.023,2.046,F2,⌀450,930,2020,6,ปูนมารีน
,C80A0600T02,80,6,CENTRAL-2020,,1,1.5384,1.5384,F2,⌀800,2564,2020,6, 
,C25A0500T00,25,5,CENTRAL-2021,,1,0.1685,0.1685,F2,⌀250,337,2021,5, 
,C25A0800T02,25,8,CENTRAL-2021,,8,0.2696,2.1568,F2,⌀250,337,2021,5, 
,C25A0900T02,25,9,CENTRAL-2021,,2,0.3033,0.6066,F2,⌀250,337,2021,5, 
,C25A1100T02,25,11,CENTRAL-2021,,5,0.3707,1.8535,F2,⌀250,337,2021,5, 
,C25A1200T02,25,12,CENTRAL-2021,,18,0.4044,7.2792,F2,⌀250,337,2021,5, 
,C25A1300T02,25,13,CENTRAL-2021,,7,0.4381,3.0667,F2,⌀250,337,2021,5, 
,C30B0700T02,30,7,CENTRAL-2021,,2,0.3164,0.6328,F2,⌀300,452,2021,5, 
,C30B0800T00(T02),30,8,CENTRAL-2021,,3,0.3616,1.0848,F2,⌀300,452,2021,5, 
,C30B0800T02,30,8,CENTRAL-2021,,1,0.3616,0.3616,F2,⌀300,452,2021,5, 
,C30B0900T02,30,9,CENTRAL-2021,,5,0.4068,2.034,F2,⌀300,452,2021,5, 
,C30B1100T02,30,11,CENTRAL-2021,,7,0.4972,3.4804,F2,⌀300,452,2021,5, 
,C30B1400T00,30,14,CENTRAL-2021,,1,0.6328,0.6328,F2,⌀300,452,2021,5, 
,C30B1400T02,30,14,CENTRAL-2021,,3,0.6328,1.8984,F2,⌀300,452,2021,5, 
,C30B1500T02,30,15,CENTRAL-2021,,8,0.678,5.424,F2,⌀300,452,2021,5, 
,C30B1600T02,30,16,CENTRAL-2021,,6,0.7232,4.3392,F2,⌀300,452,2021,5, 
,C30B1700T00,30,17,CENTRAL-2021,,1,0.7684,0.7684,F2,⌀300,452,2021,5, 
,C35B1100T02,35,11,CENTRAL-2021,,9,0.6402,5.7618,F2,⌀350,582,2021,5, 
,C40A0900T02,40,9,CENTRAL-2021,,5,0.6894,3.447,F2,⌀400,766,2021,5, 
,C40A1300T02,40,13,CENTRAL-2021,,2,0.9958,1.9916,F2,⌀400,766,2021,5, 
,C50A1300T02(T25),50,13,CENTRAL-2021,,1,1.5067,1.5067,F2,⌀500,1159,2021,5, 
,C50A1400T25,50,14,CENTRAL-2021,,16,1.6226,25.9616,F2,⌀500,1159,2021,5, 
,C50A1500T02,50,15,CENTRAL-2021,,2,1.7385,3.477,F2,⌀500,1159,2021,5, 
,C60A0800T02,60,8,CENTRAL-2021,,1,1.2568,1.2568,F2,⌀600,1571,2021,5, 
,C60A1100T25,60,11,CENTRAL-2021,,1,1.7281,1.7281,F2,⌀600,1571,2021,5, 
,C70A0950T02,70,9.5,CENTRAL-2021,,4,1.93705,7.7482,F2,⌀700,2039,2021,5, 
,CP0250A08500T02,25,8.5,CENTRAL2-2021,,4,0.28645,1.1458,F2,⌀250,337,2021,5, 
,CP0250A17000T22,25,17,CENTRAL2-2021,,1,0.5729,0.5729,F2,⌀250,337,2021,5, 
,CP0300B08500T02,30,8.5,CENTRAL2-2021,,4,0.3842,1.5368,F2,⌀300,452,2021,5, 
,CP0300B17000T00,30,17,CENTRAL2-2021,,2,0.7684,1.5368,F2,⌀300,452,2021,5, 
,CP0300B17000T22,30,17,CENTRAL2-2021,,1,0.7684,0.7684,F2,⌀300,452,2021,5, 
,CP0350B17000T22,35,17,CENTRAL2-2021,,6,0.9894,5.9364,F2,⌀350,582,2021,5,เสา Auger เสาหนาปั๊ม T
,CP0350B18000T00,35,18,CENTRAL2-2021,,2,1.0476,2.0952,F2,⌀350,582,2021,5, 
,CP0350B18000T22,35,18,CENTRAL2-2021,,1,1.0476,1.0476,F2,⌀350,582,2021,5, 
,CP0400A09500T02,40,9.5,CENTRAL2-2021,,6,0.7277,4.3662,F2,⌀400,766,2021,5, 
,CP0400A18000T02,40,18,CENTRAL2-2021,,17,1.3788,23.4396,F2,⌀400,766,2021,5, 
,CP0400A19000T22,40,19,CENTRAL2-2021,,1,1.4554,1.4554,F2,⌀400,766,2021,5, 
,CP0450A09500T02,45,9.5,CENTRAL2-2021,,4,0.8835,3.534,F2,⌀450,930,2021,5, 
,CP0450A19000T00,45,19,CENTRAL2-2021,,1,1.767,1.767,F2,⌀450,930,2021,5, 
,CP0450A19000T02,45,19,CENTRAL2-2021,,4,1.767,7.068,F2,⌀450,930,2021,5, 
,CP0500A09500T02,50,9.5,CENTRAL2-2021,,4,1.10105,4.4042,F2,⌀500,1159,2021,5, 
,CP0600A09500T02,60,9.5,CENTRAL2-2021,,4,1.49245,5.9698,F2,⌀600,1571,2021,5, 
,CP0600A15000T25,60,15,CENTRAL2-2021,,4,2.3565,9.426,F2,⌀600,1571,2021,5, 
,CP0600A19000T00,60,19,CENTRAL2-2021,,1,2.9849,2.9849,F2,⌀600,1571,2021,5, 
,CP0600A19000T02,60,19,CENTRAL2-2021,,2,2.9849,5.9698,F2,⌀600,1571,2021,5, 
,CP0700A09500T02,70,9.5,CENTRAL2-2021,,2,1.93705,3.8741,F2,⌀700,2039,2021,5, 
,CP0700A13000T02,70,13,CENTRAL2-2021,,4,2.6507,10.6028,F2,⌀700,2039,2021,5,ปูนมารีน
,CP0700A19000T00,70,19,CENTRAL2-2021,,2,3.8741,7.7482,F2,⌀700,2039,2021,5, 
,CP0700A19000T02,70,19,CENTRAL2-2021,,4,3.8741,15.4964,F2,⌀700,2039,2021,5, 
,CP1000A11000T02,100,11,CENTRAL2-2021,,1,4.1602,4.1602,F2,⌀1000,3782,2021,5, 
,CP0250A08000E23,25,8,CENTRAL2-2022,,2,0.2696,0.5392,F2,⌀250,337,2022,4, 
,CP0350B06000T02,35,6,CENTRAL2-2022,,4,0.3492,1.3968,F2,⌀350,582,2022,4, 
,CP0400A06000T02,40,6,CENTRAL2-2022,,6,0.4596,2.7576,F2,⌀400,766,2022,4, 
,CP0400A09000E22,40,9,CENTRAL2-2022,,1,0.6894,0.6894,F2,⌀400,766,2022,4, 
,CP0450A14000T02,45,14,CENTRAL2-2022,,1,1.302,1.302,F2,⌀450,930,2022,4, 
,CP0500A14000T00,50,14,CENTRAL2-2022,,2,1.6226,3.2452,F2,⌀500,1159,2022,4, 
,CP0500A14000T02,50,14,CENTRAL2-2022,,7,1.6226,11.3582,F2,⌀500,1159,2022,4, 
,CP0600A07000T02,60,7,CENTRAL2-2022,,2,1.0997,2.1994,F2,⌀600,1571,2022,4, 
,CP0700A12000T02,70,12,CENTRAL2-2022,,10,2.4468,24.468,F2,⌀700,2039,2022,4, 
,CP0700A13000T02,70,13,CENTRAL2-2022,,8,2.6507,21.2056,F2,⌀700,2039,2022,4, 
,CP1000A07000T02,100,7,CENTRAL2-2022,,1,2.6474,2.6474,F2,⌀1000,3782,2022,4, 
,CP1000A07000T22,100,7,CENTRAL2-2022,,1,2.6474,2.6474,F2,⌀1000,3782,2022,4, 
,CP1000A14000T02,100,14,CENTRAL2-2022,,3,5.2948,15.8844,F2,⌀1000,3782,2022,4, 
,CP0250A13000T02,25,13,CENTRAL2-2023,,49,0.4381,21.4669,F2,⌀250,337,2023,3, 
,CP0250A14000T02,25,14,CENTRAL2-2023,,6,0.4718,2.8308,F2,⌀250,337,2023,3, 
,CP0250A17000T02,25,17,CENTRAL2-2023,,3,0.5729,1.7187,F2,⌀250,337,2023,3, 
,CP0300B05000T00,30,5,CENTRAL2-2023,,1,0.226,0.226,F2,⌀300,452,2023,3,เสาโอนจาก CP0300B06000T00
,CP0300B07000T00,30,7,CENTRAL2-2023,,1,0.3164,0.3164,F2,⌀300,452,2023,3,เสาโอนจาก CP0300B06000T00
,CP0400A09000T00,40,9,CENTRAL2-2023,,5,0.6894,3.447,F2,⌀400,766,2023,3, 
,CP0400A17000T02,40,17,CENTRAL2-2023,,51,1.3022,66.4122,F2,⌀400,766,2023,3, 
,CP0450A07000T02,45,7,CENTRAL2-2023,,2,0.651,1.302,F2,⌀450,930,2023,3,ทาสีบูลสกาย
,CP0450A09000T02,45,9,CENTRAL2-2023,,3,0.837,2.511,F2,⌀450,930,2023,3, 
,CP0450A18000T02,45,18,CENTRAL2-2023,,6,1.674,10.044,F2,⌀450,930,2023,3, 
,CP0500A12000T25,50,12,CENTRAL2-2023,,15,1.3908,20.862,F2,⌀500,1159,2023,3, 
,CP0500A13000T25,50,13,CENTRAL2-2023,,15,1.5067,22.6005,F2,⌀500,1159,2023,3, 
,CP0500A15000T02,50,15,CENTRAL2-2023,,35,1.7385,60.8475,F2,⌀500,1159,2023,3, 
,CP0600A13000T25,60,13,CENTRAL2-2023,,4,2.0423,8.1692,F2,⌀600,1571,2023,3, 
,CP0700A12000E02,70,12,CENTRAL2-2023,,2,2.4468,4.8936,F2,⌀700,2039,2023,3,โอน Code ของงานเขื่อนคลองลัดโพธิ์
,CP0250A07000E23,25,7,CENTRAL2-2024,,82,0.2359,19.3438,F2,⌀250,337,2024,2, 
,CP0250A07000T02,25,7,CENTRAL2-2024,,5,0.2359,1.1795,F2,⌀250,337,2024,2, 
,CP0250A08000T02,25,8,CENTRAL2-2024,,62,0.2696,16.7152,F2,⌀250,337,2024,2, 
,CP0250A08000T52BM,25,8,CENTRAL2-2024,,2,0.2696,0.5392,F2,⌀250,337,2024,2,2DB12มม.3.50ม.ต่ำจากหัวเสา1.00ม.
,CP0250A09000T22,25,9,CENTRAL2-2024,,9,0.3033,2.7297,F2,⌀250,337,2024,2, 
,CP0250A09000T50BM,25,9,CENTRAL2-2024,,16,0.3033,4.8528,F2,⌀250,337,2024,2,2DB12มม.3.50ม.ต่ำจากหัวเสา0.50ม.
,CP0250A12000T02,25,12,CENTRAL2-2024,,13,0.4044,5.2572,F2,⌀250,337,2024,2, 
,CP0300B07000T02,30,7,CENTRAL2-2024,,11,0.3164,3.4804,F2,⌀300,452,2024,2, 
,CP0300B11000T22,30,11,CENTRAL2-2024,,9,0.4972,4.4748,F2,⌀300,452,2024,2, 
,CP0300B13000T02,30,13,CENTRAL2-2024,,19,0.5876,11.1644,F2,⌀300,452,2024,2, 
,CP0350B08000T02,35,8,CENTRAL2-2024,,94,0.4656,43.7664,F2,⌀350,582,2024,2, 
,CP0350B12000T02,35,12,CENTRAL2-2024,,30,0.6984,20.952,F2,⌀350,582,2024,2, 
,CP0400A14000T02,40,14,CENTRAL2-2024,,14,1.0724,15.0136,F2,⌀400,766,2024,2, 
,CP0400A15000T02,40,15,CENTRAL2-2024,,20,1.149,22.98,F2,⌀400,766,2024,2, 
,CP0450A07000E23,45,7,CENTRAL2-2024,,2,0.651,1.302,F2,⌀450,930,2024,2, 
,CP0450A07000T02,45,7,CENTRAL2-2024,,2,0.651,1.302,F2,⌀450,930,2024,2,ทาสีบูลสกาย
,CP0450A08000T02,45,8,CENTRAL2-2024,,34,0.744,25.296,F2,⌀450,930,2024,2, 
,CP0450A15000T02,45,15,CENTRAL2-2024,,1,1.395,1.395,F2,⌀450,930,2024,2, 
,CP0450A17000T02,45,17,CENTRAL2-2024,,12,1.581,18.972,F2,⌀450,930,2024,2, 
,CP0500A12000T02,50,12,CENTRAL2-2024,,28,1.3908,38.9424,F2,⌀500,1159,2024,2,ปูนมารีน/ Type5
,CP0500A13000T02,50,13,CENTRAL2-2024,,8,1.5067,12.0536,F2,⌀500,1159,2024,2, 
,CP0500A16000T02,50,16,CENTRAL2-2024,,7,1.8544,12.9808,F2,⌀500,1159,2024,2, 
,CP0600A08000E23,60,8,CENTRAL2-2024,,6,1.2568,7.5408,F2,⌀600,1571,2024,2,ใช้หัวเก่าผลิตให้หมด
,CP0600B08000E23,60,8,CENTRAL2-2024,,10,1.448,14.48,F2,⌀600,1810,2024,2, 
,CP0800A13000E25,80,13,CENTRAL2-2024,,1,3.3332,3.3332,F2,⌀800,2564,2024,2, 
,C30B1200T02,30,12,CENTRAL2-2025,,2,0.05424,0.10848,F2,⌀300,452,2025,1,Joint เก่าใช้ให้หมด
,CP0250A07000T02,25,7,CENTRAL2-2025,,120,0.2359,28.308,F2,⌀250,337,2025,1, 
,CP0250A09000T02,25,9,CENTRAL2-2025,,29,0.3033,8.7957,F2,⌀250,337,2025,1, 
,CP0250A10000T02,25,10,CENTRAL2-2025,,59,0.337,19.883,F2,⌀250,337,2025,1, 
,CP0250A11000T02,25,11,CENTRAL2-2025,,64,0.3707,23.7248,F2,⌀250,337,2025,1, 
,CP0250A12000T02,25,12,CENTRAL2-2025,,183,0.4044,74.0052,F2,⌀250,337,2025,1, 
,CP0300B07000T02,30,7,CENTRAL2-2025,,74,0.3164,23.4136,F2,⌀300,452,2025,1, 
,CP0300B08000T02,30,8,CENTRAL2-2025,,126,0.3616,45.5616,F2,⌀300,452,2025,1, 
,CP0300B09000T00,30,9,CENTRAL2-2025,,15,0.4068,6.102,F2,⌀300,452,2025,1, 
,CP0300B09000T02,30,9,CENTRAL2-2025,,137,0.4068,55.7316,F2,⌀300,452,2025,1, 
,CP0300B11000T02,30,11,CENTRAL2-2025,,411,0.4972,204.3492,F2,⌀300,452,2025,1, 
,CP0300B13000T02,30,13,CENTRAL2-2025,,140,0.5876,82.264,F2,⌀300,452,2025,1, 
,CP0300B14000T02,30,14,CENTRAL2-2025,,123,0.6328,77.8344,F2,⌀300,452,2025,1, 
,CP0300B16000T02,30,16,CENTRAL2-2025,,59,0.7232,42.6688,F2,⌀300,452,2025,1, 
,CP0300B17000T02,30,17,CENTRAL2-2025,,122,0.7684,93.7448,F2,⌀300,452,2025,1, 
,CP0350B07000T02,35,7,CENTRAL2-2025,,3,0.4074,1.2222,F2,⌀350,582,2025,1, 
,CP0350B09000T02,35,9,CENTRAL2-2025,,32,0.5238,16.7616,F2,⌀350,582,2025,1, 
,CP0350B11000T02,35,11,CENTRAL2-2025,,148,0.6402,94.7496,F2,⌀350,582,2025,1, 
,CP0350B13000T02,35,13,CENTRAL2-2025,,19,0.7566,14.3754,F2,⌀350,582,2025,1, 
,CP0350B14000T02,35,14,CENTRAL2-2025,,9,0.8148,7.3332,F2,⌀350,582,2025,1, 
,CP0350B15000T00,35,15,CENTRAL2-2025,,5,0.873,4.365,F2,⌀350,582,2025,1, 
,CP0350B16000T02,35,16,CENTRAL2-2025,,41,0.9312,38.1792,F2,⌀350,582,2025,1, 
,CP0350B17000T02,35,17,CENTRAL2-2025,,21,0.9894,20.7774,F2,⌀350,582,2025,1,เครนรูด เสาเสีย 4 ท่อนTSK
,CP0350B18000T02,35,18,CENTRAL2-2025,,60,1.0476,62.856,F2,⌀350,582,2025,1, 
,CP0400A07000E23,40,7,CENTRAL2-2025,,4,0.5362,2.1448,F2,⌀400,766,2025,1, 
,CP0400A07000T02,40,7,CENTRAL2-2025,,14,0.5362,7.5068,F2,⌀400,766,2025,1, 
,CP0400A08000T02,40,8,CENTRAL2-2025,,144,0.6128,88.2432,F2,⌀400,766,2025,1, 
,CP0400A09000T02,40,9,CENTRAL2-2025,,4,0.6894,2.7576,F2,⌀400,766,2025,1, 
,CP0400A11000T02,40,11,CENTRAL2-2025,,24,0.8426,20.2224,F2,⌀400,766,2025,1, 
,CP0400A12000E03,40,12,CENTRAL2-2025,,1,0.9192,0.9192,F2,⌀400,766,2025,1,Joint เก่าใช้ให้หมด
,CP0400A12000T02,40,12,CENTRAL2-2025,,71,0.9192,65.2632,F2,⌀400,766,2025,1, 
,CP0400A13000T02,40,13,CENTRAL2-2025,,46,0.9958,45.8068,F2,⌀400,766,2025,1, 
,CP0400A14000T02,40,14,CENTRAL2-2025,,56,1.0724,60.0544,F2,⌀400,766,2025,1, 
,CP0400A15000T02,40,15,CENTRAL2-2025,,69,1.149,79.281,F2,⌀400,766,2025,1, 
,CP0450A11000T02,45,11,CENTRAL2-2025,,17,1.023,17.391,F2,⌀450,930,2025,1, 
,CP0450A12000T02,45,12,CENTRAL2-2025,,76,1.116,84.816,F2,⌀450,930,2025,1, 
,CP0450A13000T02,45,13,CENTRAL2-2025,,11,1.209,13.299,F2,⌀450,930,2025,1, 
,CP0450A16000T02,45,16,CENTRAL2-2025,,36,1.488,53.568,F2,⌀450,930,2025,1, 
,CP0450A17000T02,45,17,CENTRAL2-2025,,12,1.581,18.972,F2,⌀450,930,2025,1, 
,CP0450A18000T02,45,18,CENTRAL2-2025,,2,1.674,3.348,F2,⌀450,930,2025,1, 
,CP0500A12000T02,50,12,CENTRAL2-2025,,5,1.3908,6.954,F2,⌀500,1159,2025,1,Auger
,CP0500A12000T25,50,12,CENTRAL2-2025,,4,1.3908,5.5632,F2,⌀500,1159,2025,1,Auger
,CP0500A13000T02,50,13,CENTRAL2-2025,,1,1.5067,1.5067,F2,⌀500,1159,2025,1,Auger
,CP0500A16000T02,50,16,CENTRAL2-2025,,3,1.8544,5.5632,F2,⌀500,1159,2025,1, 
,CP0500B05500E33,50,5.5,CENTRAL2-2025,,1,0.69135,0.69135,F2,⌀500,1257,2025,1,KSC. 800
,CP0600A08000T02,60,8,CENTRAL2-2025,,8,1.2568,10.0544,F2,⌀600,1571,2025,1, 
,CP0600A09000T02,60,9,CENTRAL2-2025,,8,1.4139,11.3112,F2,⌀600,1571,2025,1, 
,CP0600A11000T02,60,11,CENTRAL2-2025,,96,1.7281,165.8976,F2,⌀600,1571,2025,1, 
,CP0600A12000T02,60,12,CENTRAL2-2025,,101,1.8852,190.4052,F2,⌀600,1571,2025,1, 
,CP0600A12000T25,60,12,CENTRAL2-2025,,8,1.8852,15.0816,F2,⌀600,1571,2025,1,Auger
,CP0600A13000T02,60,13,CENTRAL2-2025,,11,2.0423,22.4653,F2,⌀600,1571,2025,1, 
,CP0600A15000T25,60,15,CENTRAL2-2025,,1,2.3565,2.3565,F2,⌀600,1571,2025,1,เสา Auger
,CP0700A12000E00,70,12,CENTRAL2-2025,,1,2.4468,2.4468,F2,⌀700,2039,2025,1,เสาบาง งาน SO25050147
,CP0700A12000E02,70,12,CENTRAL2-2025,,3,2.4468,7.3404,F2,⌀700,2039,2025,1,เสาบาง งาน SO25050147
,CP0700A12000E52BH,70,12,CENTRAL2-2025,,2,2.4468,4.8936,F2,⌀700,2039,2025,1,20DB12มม.12.00ม.
,CP0700A13000T02,70,13,CENTRAL2-2025,,2,2.6507,5.3014,F2,⌀700,2039,2025,1,Auger
,CP0800A06000T02,80,6,CENTRAL2-2025,,4,1.5384,6.1536,F2,⌀800,2564,2025,1, 
,CP0800A08000T02,80,8,CENTRAL2-2025,,14,2.0512,28.7168,F2,⌀800,2564,2025,1, 
,CP0800A09000T00,80,9,CENTRAL2-2025,,12,2.3076,27.6912,F2,⌀800,2564,2025,1, 
,CP0800A09000T02,80,9,CENTRAL2-2025,,1,2.3076,2.3076,F2,⌀800,2564,2025,1, 
,CP0800A11000T00,80,11,CENTRAL2-2025,,1,2.8204,2.8204,F2,⌀800,2564,2025,1, 
,CP0800A12000T02,80,12,CENTRAL2-2025,,9,3.0768,27.6912,F2,⌀800,2564,2025,1, 
,CP0800A12000T25,80,12,CENTRAL2-2025,,1,3.0768,3.0768,F2,⌀800,2564,2025,1, 
,CP0800A13000T00,80,13,CENTRAL2-2025,,3,3.3332,9.9996,F2,⌀800,2564,2025,1, 
,CP0800A13000T02,80,13,CENTRAL2-2025,,4,3.3332,13.3328,F2,⌀800,2564,2025,1, 
,CP0800A17000T02,80,17,CENTRAL2-2025,,4,4.3588,17.4352,F2,⌀800,2564,2025,1, 
,CP0250A09000T02,25,9,CENTRAL2-2026,,56,0.3033,16.9848,F2,⌀250,337,2026,0, 
,CP0300B12000T02,30,12,CENTRAL2-2026,,4,0.5424,2.1696,F2,⌀300,452,2026,0, 
,CP0600A14000T25,60,14,CENTRAL2-2026,,5,2.1994,10.997,F2,⌀600,1571,2026,0,Type 3
,CP0800A12000T02,80,12,CENTRAL2-2026,,2,3.0768,6.1536,F2,⌀800,2564,2026,0,Type 3
,CP0800A13000T02,80,13,CENTRAL2-2026,,1,3.3332,3.3332,F2,⌀800,2564,2026,0,Type 3
,CP0800A13000T25,80,13,CENTRAL2-2026,,11,3.3332,36.6652,F2,⌀800,2564,2026,0,Type 3
,CP0800A15000T02,80,15,CENTRAL2-2026,,3,3.846,11.538,F2,⌀800,2564,2026,0,Type 3
,CP0800A16000T02,80,16,CENTRAL2-2026,,1,17.4352,17.4352,F2,⌀800,2564,2026,1, 
,C25A0800T00,25,8,CENTRAL6-73291,,1,0.2696,0.2696,F2,⌀250,337,2006,20, 
,C25A0900T22,25,9,CENTRAL6-73291,,2,0.3033,0.6066,F2,⌀250,337,2017,9, 
,C25A1000T02,25,10,CENTRAL6-73291,,1,0.337,0.337,F2,⌀250,337,2015,11, 
,C30B0850T02,30,8.5,CENTRAL6-73291,,1,0.3842,0.3842,F2,⌀300,452,2013,13, 
,C30B1400E02(E25),30,14,CENTRAL6-73291,,1,0.6328,0.6328,F2,⌀300,452,2012,14, 
,C35B0850T00,35,8.5,CENTRAL6-73291,,2,0.4947,0.9894,F2,⌀350,582,2007,19, 
,C35B0850T02,35,8.5,CENTRAL6-73291,,1,0.4947,0.4947,F2,⌀350,582,2007,19, 
,C35B1700T00(T02),35,17,CENTRAL6-73291,,3,0.9894,2.9682,F2,⌀350,582,2018,8, 
,C40A0950T02,40,9.5,CENTRAL6-73291,,1,0.7277,0.7277,F2,⌀400,766,2013,13, 
,C40A1300T00,40,13,CENTRAL6-73291,,2,0.9958,1.9916,F2,⌀400,766,2018,8, 
,C40A1800T02,40,18,CENTRAL6-73291,,1,1.3788,1.3788,F2,⌀400,766,2017,9, 
,C40E1100E22,40,11,CENTRAL6-73291,,1,1.0703,1.0703,F2,⌀400,973,2015,11, 
,C45A0700T00,45,7,CENTRAL6-73291,,1,0.651,0.651,F2,⌀450,930,2002,24, 
,C45A0800T22,45,8,CENTRAL6-73291,,8,0.744,5.952,F2,⌀450,930,2017,9, 
,C45A1600T00,45,16,CENTRAL6-73291,,1,1.488,1.488,F2,⌀450,930,2017,9, 
,C45A1600T02,45,16,CENTRAL6-73291,,1,1.488,1.488,F2,⌀450,930,2015,11, 
,C45A1600T02,45,16,CENTRAL6-73291,,2,1.488,2.976,F2,⌀450,930,2017,9,
,C45A1900T02,45,19,CENTRAL6-73291,,1,1.767,1.767,F2,⌀450,930,2013,13, 
,C50A1200T05,50,12,CENTRAL6-73291,,2,1.3908,2.7816,F2,⌀500,1159,2014,12,DBด้านSHOE
,C50B1500E52020901,50,15,CENTRAL6-73291,,1,1.8855,1.8855,F2,⌀500,1257,2010,16,6DB25x2.m.
,C60A0600T00,60,6,CENTRAL6-73291,,9,0.9426,8.4834,F2,⌀600,1571,2005,21, 
,C60A0900T50015001,60,9,CENTRAL6-73291,,1,1.4139,1.4139,F2,⌀600,1571,2011,15,17DB16x3m.
,C60A1100T00,60,11,CENTRAL6-73291,,6,1.7281,10.3686,F2,⌀600,1571,2015,11, 
,C60A1200T52,60,12,CENTRAL6-73291,,1,1.8852,1.8852,F2,⌀600,1571,2011,15,17DB16x12m.
,C60A1300T22,60,13,CENTRAL6-73291,,1,2.0423,2.0423,F2,⌀600,1571,2014,12, 
,C60A1400H55,60,14,CENTRAL6-73291,,1,2.1994,2.1994,F2,⌀600,1571,2017,9,8DB25X14m.
,C60A1400T52,60,14,CENTRAL6-73291,,1,2.1994,2.1994,F2,⌀600,1571,2011,15,17DB16x12m.
,C60A1700T00,60,17,CENTRAL6-73291,,1,2.6707,2.6707,F2,⌀600,1571,2008,18, 
,C60A1900T02,60,19,CENTRAL6-73291,,1,2.9849,2.9849,F2,⌀600,1571,2013,13, 
,C70A0950T02,70,9.5,CENTRAL6-73291,,4,1.93705,7.7482,F2,⌀700,2039,2018,8, 
,C70A1500T02(T25),70,15,CENTRAL6-73291,,2,3.0585,6.117,F2,⌀700,2039,2018,8, 
,C70A1600T02,70,16,CENTRAL6-73291,,3,3.2624,9.7872,F2,⌀700,2039,2018,8, 
,C70A1700T25,70,17,CENTRAL6-73291,,2,3.4663,6.9326,F2,⌀700,2039,2018,8, 
,C70A1900T02,70,19,CENTRAL6-73291,,6,3.8741,23.2446,F2,⌀700,2039,2018,8, 
